title,artist,weeks_in_top_40
This Girl,Kungs vs Cookin' On 3 Burners,6
This Girl Is A Woman Now,Gary Puckett And The Union Gap,9
This Girl's In Love With You,Dionne Warwick,11
This Guy's In Love With You,Herb Alpert,12
This Heart,Gene Redding,5
This House,Tracie Spencer,14
This I Promise You,'N Sync,23
This I Swear,The Skyliners,7
This Is America,Childish Gambino,10
This Is For The Lover In You,"Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels",14
This Is Halloween,The Citizens of Halloween,1
This Is How We Do,Katy Perry,7
This Is How We Do It,Montell Jordan,24
This Is How We Roll,Florida Georgia Line Ft. Jason Derulo & Luke Bryan,18
This Is It,Kenny Loggins,16
This Is Love,Paul Anka,3
This Is Me,Demi Lovato & Joe Jonas,3
This Is Me,Dream,1
This Is Me Trying,Taylor Swift,1
This Is My Country,The Impressions,6
This Is My Now,Jordin Sparks,2
This Is My Song,Petula Clark,9
This Is Not America,David Bowie/Pat Metheny Group,4
This Is The Night,Clay Aiken,7
This Is The Right Time,Lisa Stansfield,7
This Is The Time,Billy Joel,9
This Is The Way That I Feel,Marie Osmond,1
This Is What You Came For,Calvin Harris Featuring Rihanna,32
This Is Why I'm Hot,Mims,18
This Is Your Night,Amber,25
This Kiss,Faith Hill,37
This Lil' Game We Play,Subway (Featuring 702),14
This Little Bird,Marianne Faithfull,5
This Little Girl,Dion,6
This Little Girl,Gary U.S. Bonds,13
This Little Girl's Gone Rockin',Ruth Brown,2
This Love,Maroon 5,38
This Magic Moment,Jay & The Americans,10
This Magic Moment,The Drifters,6
This Man Is Mine,Heart,4
This Masquerade,George Benson,11
This Night Won't Last Forever,Michael Johnson,9
This Old Heart Of Mine,Rod Stewart With Ronald Isley,10
This Old Heart Of Mine (Is Weak For You),The Isley Brothers,8
This One's For The Children,New Kids On The Block,10
This One's For The Girls,Martina McBride,2
This One's For You,Barry Manilow,5
This Should Go On Forever,Rod Bernard,9
This Song,George Harrison,7
This Summer's Gonna Hurt...,Maroon 5,8
This Time,Bryan Adams,6
This Time,John Cougar,7
This Time,Troy Shondell,12
This Time Around,Hanson,3
This Time I Know It's For Real,Donna Summer,10
This Time I'm In It For Love,Player,12
This Town,Niall Horan,12
This Used To Be My Playground,Madonna,14
This Will Be,Natalie Cole,11
This Woman,Kenny Rogers,6
This World,The Staple Singers,3
Thnks Fr Th Mmrs,Fall Out Boy,20
Thoia Thoing,R. Kelly,14
Thong Song,Sisqo,24
Those Kinda Nights,Eminem Featuring Ed Sheeran,1
Those Lazy-Hazy-Crazy Days Of Summer,Nat King Cole,9
Those Oldies But Goodies (Remind Me Of You),Little Caesar and The Romans,9
Those Were The Days,Mary Hopkin,12
Thot Shit,Megan Thee Stallion,11
Thotiana,Blueface,15
Thou Shalt Not Steal,Dick and DeeDee,10
Thought I Was Dead,"Tyler, The Creator Featuring ScHoolboy Q & Santigold",2
Thought I Was Playing,Gunna & 21 Savage,1
Thought I'd Died And Gone To Heaven,Bryan Adams,13
Thought You Should Know,Morgan Wallen,31
Thousand Miles,The Kid LAROI,1
Three Hearts In A Tangle,Roy Drusky,1
Three Little Pigs,Green Jelly,12
Three Nights A Week,Fats Domino,9
Three O'Clock In The Morning,Bert Kaempfert And His Orchestra,3
Three Ring Circus,Blue Magic,2
Three Stars,Tommy Dee with Carol Kay and the Teen-Aires,8
Three Times A Lady,Commodores,16
Three Times In Love,Tommy James,9
Three Window Coupe,The Rip Chords,5
Three Wooden Crosses,Randy Travis,5
Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,41
Thriller,Michael Jackson,15
Thriller / Heads Will Roll,Glee Cast,1
Throat Baby (Go Baby),BRS Kash,6
Through Glass,Stone Sour,2
Through The Storm,Aretha Franklin & Elton John,7
Through The Wire,Kanye West,15
Through The Years,Kenny Rogers,11
Throw It In The Bag,Fabolous Featuring The-Dream,12
Throw Some D's,Rich Boy Featuring Polow Da Don,8
Throw Sum Mo,Rae Sremmurd Featuring Nicki Minaj & Young Thug,7
Throwing It All Away,Genesis,12
Thuggish Ruggish Bone,Bone Thugs-N-Harmony,15
Thugz Mansion,2Pac,11
Thunder,Imagine Dragons,31
Thunder And Lightning,Chi Coltrane,9
Thunder In My Heart,Leo Sayer,2
Thunder Island,Jay Ferguson,12
Thunderball,Tom Jones,6
TiK ToK,Ke$ha,35
Tic-Tac-Toe,Kyper,12
Ticket To Ride,The Beatles,9
Ticking,Zach Bryan,1
Ticks,Brad Paisley,1
Tie A Yellow Ribbon Round The Ole Oak Tree,Dawn Featuring Tony Orlando,17
Tie Me Down,New Boyz Featuring Ray J,19
"Tie Me Kangaroo Down, Sport",Rolf Harris,9
Tied Up,Olivia Newton-John,3
Tiger,Fabian,10
Tight Rope,Leon Russell,7
Tighten Up,Archie Bell & The Drells,13
"Tighter, Tighter",Alive & Kicking,10
Tiimmy Turner,Desiigner,14
Tijuana Taxi,Herb Alpert & The Tijuana Brass,2
Til Further Notice,Travis Scott Featuring James Blake & 21 Savage,1
Til The World Ends,Three Dog Night,3
Till,The Vogues,4
Till Death Do Us Part,Bob Braun,4
Till I Loved You,Barbra Streisand & Don Johnson,5
Till The World Ends,Britney Spears Featuring Nicki Minaj & Ke$ha,23
Till Then,The Classics,5
Till There Was You,Anita Bryant,7
Tim McGraw,Taylor Swift,2
Timber,Pitbull Featuring Ke$ha,34
Time,Hootie & The Blowfish,20
Time,The Alan Parsons Project,12
Time (Clock Of The Heart),Culture Club,13
Time After Time,Chris Montez,2
Time After Time,Cyndi Lauper,14
Time After Time,Inoj,15
Time After Time,Timmy T.,1
Time And Chance,Color Me Badd,9
Time And The River,Nat King Cole,3
Time And Tide,Basia,7
Time Flies,Drake,1
Time For Letting Go,Jude Cole,4
Time For Livin',Sly & The Family Stone,3
Time For Livin',The Association,2
Time Has Come Today,The Chambers Brothers,9
Time In A Bottle,Jim Croce,12
Time Is On My Side,The Rolling Stones,9
Time Is Tight,Booker T. & The MG's,10
Time Is Time,Andy Gibb,11
Time Of Our Lives,Pitbull & Ne-Yo,20
Time Of The Season,The Zombies,11
Time Out Of Mind,Steely Dan,7
Time Passages,Al Stewart,13
Time To Get Down,The O'Jays,2
Time Today,Moneybagg Yo,3
Time Will Reveal,Debarge,11
Time Won't Let Me,The Outsiders,10
"Time, Love And Tenderness",Michael Bolton,13
Timeless,The Weeknd & Playboi Carti,24
Times Of Your Life,Paul Anka,12
Timothy,The Buoys,8
Tin Man,America,11
Tip-Toe Thru' The Tulips With Me,Tiny Tim,6
Tipsy,J-Kwon,26
Tired Of Being Alone,Al Green,15
Tired Of Toein' The Line,Rocky Burnette,12
Tired Of Waiting For You,The Kinks,8
Titanic,Juice WRLD,1
Titanium,David Guetta Featuring Sia,25
Titi Me Pregunto,Bad Bunny,28
To A Sleeping Beauty,Jimmy Dean,5
To All The Girls I've Loved Before,Julio Iglesias And Willie Nelson,12
To Be A Lover,Billy Idol,13
To Be Loved,Adele,1
To Be With You,Mr. Big,17
To Each His Own,The Platters,8
To Give (The Reason I Live),Frankie Valli,4
"To Know Him, Is To Love Him",The Teddy Bears,18
To Know You Is To Love You,B.B. King,2
To Know You Is To Love You,Bobby Vinton,2
To Know You Is To Love You,Peter And Gordon,5
To Love Somebody,Bee Gees,7
To Love Somebody,Michael Bolton,14
To Sir With Love,Lulu,15
To Susan On The West Coast Waiting,Donovan,2
To The Door Of The Sun (Alle Porte Del Sole),Al Martino,8
To The Moon And Back,Savage Garden,11
To The Moon!,JNR CHOI & Sam Tompkins,2
Toast And Marmalade For Tea,Tin Tin,6
Tobacco Road,The Nashville Teens,6
Tobey,"Eminem, Big Sean & BabyTron",2
Today,The New Christy Minstrels,9
Today Was A Fairytale,Taylor Swift,11
Today's The Day,America,6
Todo de Ti,Rauw Alejandro,3
Toes,Zac Brown Band,13
Together,Connie Francis,9
Together,Tierra,15
Together Again,Janet,34
Together Again,Ray Charles,5
Together Forever,Lisette Melendez,4
Together Forever,Rick Astley,12
Together Let's Find Love,The 5th Dimension,3
Togetherness,Frankie Avalon,7
Tom Cat,The Rooftop Singers,5
Tom Dooley,The Kingston Trio,18
Tom Ford,JAY-Z,1
Tom's Diner,DNA Featuring Suzanne Vega,14
Tomboy,Perry Como,3
Tombstone,Rod Wave,3
Tomorrow,Chris Young,3
Tomorrow,Strawberry Alarm Clock,6
Tomorrow 2,GloRilla & Cardi B,15
Tomorrow Doesn't Matter Tonight,Starship,6
Tomorrow People,Ziggy Marley And The Melody Makers,1
Tonight,Ferrante & Teicher,8
Tonight,Jonas Brothers,1
Tonight,Kool & The Gang,10
Tonight,New Kids On The Block,8
Tonight (Could Be The Night),The Velvets featuring Virgil Johnson,4
Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,24
Tonight I Fell In Love,The Tokens,6
Tonight I Wanna Cry,Keith Urban,6
Tonight I'm Yours (Don't Hurt Me),Rod Stewart,8
Tonight Is The Night,Outasight,2
"Tonight My Love, Tonight",Paul Anka,8
Tonight She Comes,The Cars,12
Tonight Tonight,Hot Chelle Rae,22
Tonight's The Night,Solomon Burke,5
Tonight's The Night (Gonna Be Alright),Rod Stewart,17
"Tonight, I Celebrate My Love",Peabo Bryson/Roberta Flack,15
"Tonight, Tonight",The Smashing Pumpkins,6
"Tonight, Tonight, Tonight",Genesis,10
Tonights The Night,The Shirelles,3
Tonite's Tha Night,Kris Kross,15
Too Blind To See It,Kym Sims,1
Too Busy Thinking About My Baby,Marvin Gaye,13
Too Close,Alex Clare,27
Too Close,Next,49
Too Easy,Gunna & Future,2
Too Fast,Future,1
Too Funky,George Michael,12
"Too Gone, Too Long",En Vogue,3
Too Good,Drake Featuring Rihanna,25
Too Good At Goodbyes,Sam Smith,22
Too Hot,Coolio,5
Too Hot,Kool & The Gang,13
Too Hot Ta Trot,Commodores,7
Too Late,The Weeknd,1
Too Late For Goodbyes,Julian Lennon,12
Too Late To Say Goodbye,Richard Marx,9
Too Late To Turn Back Now,Cornelius Brothers & Sister Rose,11
Too Little Too Late,JoJo,17
Too Many Fish In The Sea,The Marvelettes,8
Too Many Fish In The Sea & Three Little Fishes,Mitch Ryder And The Detroit Wheels,4
Too Many Nights,Metro Boomin Featuring Don Toliver & Future,1
Too Many Rivers,Brenda Lee,8
Too Many Walls,Cathy Dennis,13
Too Much,Spice Girls,9
Too Much Heaven,Bee Gees,17
Too Much Of Nothing,"Peter, Paul & Mary",2
Too Much Passion,The Smithereens,5
Too Much Talk,Paul Revere & The Raiders Featuring Mark Lindsay,6
Too Much Tequila,The Champs,5
Too Much Time On My Hands,Styx,13
"Too Much, Too Little, Too Late",Johnny Mathis/Deniece Williams,11
Too Shy,Kajagoogoo,12
Too Sweet,Hozier,50
Too Tight,ConFunkShun,1
Too Weak To Fight,Clarence Carter,11
Too Young,Donny Osmond,8
Took The Last Train,David Gates,5
Toosie Slide,Drake,14
Tootsee Roll,69 Boyz,31
Top Back,T.I.,3
Top Of The World,Carpenters,16
Top Of The World,Van Halen,5
Top Off,"DJ Khaled Featuring JAY Z, Future & B",1
Topia Twins,Travis Scott Featuring Rob49 & 21 Savage,1
Topsy I,Cozy Cole,3
Topsy II,Cozy Cole,14
Torn,LeToya,7
Torn Between Two Lovers,Mary Macgregor,16
Torquay,Fireballs,2
Torture,Kris Jensen,6
Torture,The Jacksons,8
Tossin' And Turnin',Bobby Lewis,17
Total Eclipse Of The Heart,Bonnie Tyler,18
Total Eclipse Of The Heart,Glee Cast Featuring Jonathan Groff,1
Total Eclipse Of The Heart,Nicki French,21
"Touch A Hand, Make A Friend",The Staple Singers,7
Touch And Go,The Cars,3
Touch It,Busta Rhymes,14
Touch It,Monifah,21
Touch Me,Fancy,4
Touch Me,The Doors,12
Touch Me (All Night Long),Cathy Dennis,14
Touch Me (I Want Your Body),Samantha Fox,13
Touch Me In The Morning,Diana Ross,16
"Touch Me Tease Me (From ""The Nutty Professor"")",Case Featuring Foxxy Brown,14
Touch Me When We're Dancing,Carpenters,8
Touch My Body,Mariah Carey,17
"Touch Myself (From ""Fled"")",T-Boz,1
Touch Of Grey,Grateful Dead,9
Tough,Quavo & Lana Del Rey,1
Tough All Over,John Cafferty & The Beaver Brown Band,8
Tough Little Boys,Gary Allan,5
Tourniquet,Zach Bryan,2
Tower Of Strength,Gene McDaniels,10
Town Without Pity,Gene Pitney,10
Toxic,Britney Spears,16
Toxic,Glee Cast,1
Toxic,Playboi Carti & Skepta,1
Toy Soldiers,Martika,13
Tra La La La Suzy,Dean And Jean,2
Traces,Classics IV Featuring Dennis Yost,10
Track Star,Mooski,8
Tracks Of My Tears,Linda Ronstadt,6
Tracy,The Cuff Links,9
Tracy's Theme,Spencer Ross,10
Trade It All,Fabolous Featuring P. Diddy & Jagged Edge,8
Tragedy,Bee Gees,13
Tragedy,John Hunter,2
Tragedy,The Fleetwoods,8
Tragedy,Thomas Wayne With the Delons,13
Train In Vain (Stand By Me),The Clash,7
Train Of Love,Annette With The Afterbeats,3
Train Of Thought,Cher,4
"Train, Train",Blackfoot,4
Training Season,Dua Lipa,1
Trains And Boats And Planes,Dionne Warwick,5
Traitor,Olivia Rodrigo,21
Tramp,Otis & Carla,4
Trampled Under Foot,Led Zeppelin,2
Trampoline,SHAED,23
Transistor Sister,Freddy Cannon,1
Trap Queen,Fetty Wap,48
Trapped By A Thing Called Love,Denise LaSalle,9
Trapped In The Closet,R. Kelly,3
Travelin' Band/Who'll Stop The Rain,Creedence Clearwater Revival,9
Travelin' Man,Ricky Nelson,15
Travelin' Soldier,Dixie Chicks,5
Travlin' Man,Stevie Wonder,3
Treacherous Twins,Drake & 21 Savage,1
Treasure,Bruno Mars,21
Treasure Of Your Love,Eileen Rodgers,4
Treat Her Like A Lady,Cornelius Brothers & Sister Rose,13
Treat Her Right,Roy Head And The Traits,9
Treat Me Right,Pat Benatar,10
Treat You Better,Shawn Mendes,36
Tremor Christ/Spin The Black Circle,Pearl Jam,2
Tres Delinquentes,Delinquent Habits,4
Triangle,Janie Grant,5
Tried Our Best,Drake,1
Trillionaire,Future Featuring YoungBoy Never Broke Again,1
Trip,Ella Mai,23
Trippin',Total Featuring Missy Elliott,16
Troglodyte (Cave Man),The Jimmy Castor Bunch,10
Trollz,6ix9ine & Nicki Minaj,2
Trouble,Eminem,1
Trouble,Lindsey Buckingham,14
Trouble,Nia Peeples,3
Trouble In Paradise,The Crests,8
Trouble Is My Middle Name,Bobby Vinton,3
Trouble Man,Marvin Gaye,9
Trouble With A Heartbreak,Jason Aldean,3
Troublemaker,Olly Murs Featuring Flo Rida,11
Truck Bed,HARDY,8
True,Ryan Cabrera,12
True,Spandau Ballet,13
True Blue,Madonna,12
True Blue Love,Lou Gramm,1
True Colors,Cyndi Lauper,12
True Faith,New Order,8
True Grit,Glen Campbell,2
True Love,Glenn Frey,9
True Love,Kanye West & XXXTENTACION,1
True Love Never Runs Smooth,Gene Pitney,6
True Love Ways,Peter And Gordon,8
True Story,Ariana Grande,1
Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne,15
Truly,Lionel Richie,13
Truly Madly Deeply,Savage Garden,52
Trumpets,Jason Derulo,16
Trust In Me,Etta James,4
Truth Hurts,Lizzo,37
Truth Is,Fantasia,15
Try,P!nk,18
Try A Little Kindness,Glen Campbell,7
Try A Little Tenderness,Otis Redding,6
Try A Little Tenderness,Three Dog Night,4
Try Again,Aaliyah,29
Try Again,Champaign,9
Try It Baby,Marvin Gaye,8
Try Me,The Weeknd,1
Try Sleeping With A Broken Heart,Alicia Keys,1
Try That In A Small Town,Jason Aldean,9
Try Too Hard,The Dave Clark Five,5
Tryin' To Get The Feeling Again,Barry Manilow,10
Tryin' To Live My Life Without You,Bob Seger,12
Tryin' To Love Two,William Bell,9
Trying To Hold On To My Woman,Lamont Dozier,9
Trying To Make A Fool Of Me,The Delfonics,1
Tu Boda,Oscar Maydon & Fuerza Regida,5
Tubthumping,Chumbawamba,25
Tubular Bells,Mike Oldfield,10
Tucker's Town,Hootie & The Blowfish,5
Tucumcari,Jimmie Rodgers,3
Tuesday,I LOVE MAKONNEN Featuring Drake,17
Tuesday Afternoon (Forever Afternoon),The Moody Blues,6
Tuff,Ace Cannon,10
Tuff Enuff,The Fabulous Thunderbirds,10
Tulsa Time/Cocaine,Eric Clapton And His Band,5
Tumbling Dice,Linda Ronstadt,3
Tumbling Dice,The Rolling Stones,9
Tunnel Of Love,Bruce Springsteen,11
Tunnel Vision,Kodak Black,17
Turks,"NAV, Gunna & Travis Scott",1
Turks & Caicos,Rod Wave Featuring 21 Savage,1
Turn Around,Dick and DeeDee,4
"Turn Around, Look At Me",The Vogues,11
Turn Back The Hands Of Time,Tyrone Davis,11
Turn Down For What,DJ Snake & Lil Jon,30
Turn It Up [Remix]/Fire It Up,Busta Rhymes,12
Turn Me Loose,Fabian,11
Turn Me Loose,Loverboy,6
Turn Me On,David Guetta Featuring Nicki Minaj,21
Turn Me On,Kevin Lyttle Featuring Spragga Benz,20
Turn My Swag On,Soulja Boy Tell'em,11
Turn Off The Light,Nelly Furtado,20
Turn On Your Love Light,Bobby Bland,3
Turn The Beat Around,Vicki Sue Robinson,13
"Turn The Beat Around (From ""The Specialist"")",Gloria Estefan,19
Turn To Stone,Electric Light Orchestra,10
Turn To You,Go-Go's,5
Turn Up The Music,Chris Brown,9
Turn Up The Radio,Autograph,5
Turn Your Love Around,George Benson,16
Turn! Turn! Turn! (To Everything There Is A Season),The Byrds,11
Turn-Down Day,The Cyrkle,5
Turnin Me On,Keri Hilson Featuring Lil Wayne,16
Turning Japanese,The Vapors,3
Turtle Power,Partners In Kryme,8
Turvy II,Cozy Cole,1
Tush,ZZ Top,4
Tweaker,GELO,3
Tweaker,Gelo,1
Twelve Thirty (Young Girls Are Coming To The Canyon),The Mamas & The Papas,5
Twenty Four Hours From Tulsa,Gene Pitney,6
Twenty Miles,Chubby Checker,7
Twenty-Five Miles,Edwin Starr,9
Twerk,City Girls Featuring Cardi B,1
Twilight,Electric Light Orchestra,2
Twilight World,Swing Out Sister,3
Twilight Zone,Golden Earring,15
Twilight Zone/Twilight Tone,The Manhattan Transfer,4
Twine Time,Alvin Cash & The Crawlers,7
Twinkle Toes,Roy Orbison,2
Twist And Shout,The Beatles,16
Twist And Shout,The Isley Brothers,11
Twist It Up,Chubby Checker,5
Twist Of Fate,Olivia Newton-John,14
"Twist, Twist Senora",Gary U.S. Bonds,9
Twist-Her,Bill Black's Combo,4
Twisted,Keith Sweat,35
Twistin' Matilda (and the channel),Jimmy Soul,8
Twistin' Postman,The Marvelettes,1
Twistin' The Night Away,Sam Cooke,13
Twistin' U.S.A.,Danny & The Juniors,3
Twixt Twelve And Twenty,Pat Boone,6
Two Divided By Love,The Grass Roots,8
Two Doors Down,Dolly Parton,8
Two Faces Have I,Lou Christie,10
Two Fine People,Cat Stevens,4
Two Hearts,Phil Collins,13
Two Hearts,Stephanie Mills Featuring Teddy Pendergrass,2
Two Is Better Than One,Boys Like Girls Featuring Taylor Swift,16
Two Less Lonely People In The World,Air Supply,5
Two Little Kids,Peaches & Herb,3
Two Lovers,Mary Wells,10
Two Occasions,The Deele,12
Two Of Hearts,Stacey Q,13
Two Out Of Three Ain't Bad,Meat Loaf,13
Two People,Tina Turner,5
Two Places At The Same Time,Ray Parker Jr. & Raydio,5
Two Princes,Spin Doctors,22
Two Sides Of Love,Sammy Hagar,3
"Two Steps Behind (From ""Last Action Hero"")",Def Leppard,12
Two Teardrops,Steve Wariner,5
Two Tickets To Paradise,Brook Benton,5
Two Tickets To Paradise,Eddie Money,8
Two To Make It Right,Seduction,14
Two Wrongs,Wyclef Jean Featuring Claudette Ortiz,6
Tyler Herro,Jack Harlow,1
Type Shit,"Future, Metro Boomin, Travis Scott & Playboi Carti",10
Typical Male,Tina Turner,12
