title,artist,uri
I'll Be Standing By,Foghat,spotify:track:0OqOjNbEnT66jbDnWfff9q
Lucille,Kenny Rogers,spotify:track:15ADURMdkO25JGD5mIcodM
Rock And Roll Star,Champagne,
Feels Like The First Time,Foreigner,spotify:track:3DHWxeWr4uh19MklWjLpR0
Cinderella,Firefall,spotify:track:6nwlPs3mgpHYUJJ0ETPIXP
It Feels So Good To Be Loved So Bad,The Manhattans,spotify:track:70yHwEYbVCFofCelzPSnjv
Six Packs A Day,Billy Lemmons,
Arrested For Driving While Blind,ZZ Top,spotify:track:21es9c3dvLYO0sRKeac1fQ
Slowdown,John Miles,
Part Time Love,Kerry Chater,
Sir Duke,Stevie Wonder,spotify:track:4pNiE4LCVV74vfIBaUHm1b
Ain't Gonna Bump No More (with No Big Fat Woman),Joe Tex,spotify:track:0XXjBRi5sNWojqxmYJGiA2
Sub-rosa Subway/calling Occupants,Klaatu,
Sleepwalker,The Kinks,spotify:track:0IgImnbQ3xciueE8UoQG2k
Sing,Tony Orlando & Dawn,spotify:track:0TVdLtZI4prY4p1mULP9eI
Love's Grown Deep,Kenny Nolan,spotify:track:3cKzbj1UMrSvXr3ZhwQ5Ix
Deeply,Anson Williams,
Undercover Angel,Alan O'Day,
Slow Dancin' Don't Turn Me On,Addrisi Brothers,spotify:track:5STiECAfC2QDZGzSHgYk0B
You Are On My Mind,Chicago,spotify:track:2Q3wgdqARaCH3wuTJV4utm
Back In The Saddle,Aerosmith,spotify:track:3WPYapjyqcVpShYXQuChcs
The Whistler,Jethro Tull,spotify:track:6pDbR6ALIngNefnmsg7Osb
Sound And Vision,David Bowie,spotify:track:1vP2JEXRsGrFbwOZ0foOQ5
Brooklyn,Cody Jameson,
Hold Back The Night,Graham Parker And The Rumour,spotify:track:5WVnp04IJr4eM0OmnM71tv
Show You The Way To Go,The Jacksons,spotify:track:3gGy2V4n2vELDCyuioZLYh
You're Movin' Out Today,Bette Midler,spotify:track:2BDFOmIRFWlrZPFiIbjtuA
Got To Give It Up (Pt. I),Marvin Gaye,spotify:track:7ohR0qPH6f2Vuj2pUNanJG
Dreams,Fleetwood Mac,spotify:track:0ofHAoxe9vBkTCp2UQIavz
Hooked On You,Bread,spotify:track:6P79NaaOUlATagkvWzHnnN
Everybody Be Dancin',Starbuck,spotify:track:4KjSvfLLg6elT0g0DaRg04
Ariel,Dean Friedman,spotify:track:2j78lPDRu9HcN3X817CmR2
Down To The Station,B.W. Stevenson,
Sad Girl,Carl Graves,
Whatcha Gonna Do?,Pablo Cruise,spotify:track:6SMR0XI8a1D6gEpMTIju2y
High School Dance,The Sylvers,spotify:track:0HPMybrubLvT9pWJWRrKUE
On The Border,Al Stewart,spotify:track:4VzweaqBuc7LT6yluAt5Ol
This Girl (Has Turned Into A Woman),Mary Macgregor,
Mainstreet,Bob Seger,spotify:track:0XVR94voJPToKX1XoOw0ot
"Gonna Fly Now (Theme From ""Rocky"")",Maynard Ferguson,
That Magic Touch,Angel,spotify:track:6NPOJTJB2ETD0AjllenPho
Gonna Fly Now,Bill Conti,spotify:track:7iXYRR70wewzVYzWScm99j
Do You Wanna Make Love,Peter Mccann,spotify:track:5Ccx6DcIvnlQicMujqtqBf
This Is The Way That I Feel,Marie Osmond,
I Just Want To Be Your Everything,Andy Gibb,spotify:track:5EdlwzcgIAYs2HGvOnczPN
Jet Airliner,The Steve Miller Band,spotify:track:2zI3bUYn2pcF27of6i2oqK
Fly At Night,Chilliwack,spotify:track:65P1kWWq2FOig9q2POBD4K
You And Me,Alice Cooper,spotify:track:5k68ZFktJA3JlRfenOJA9y
You're My World,Helen Reddy,spotify:track:7Iy9xMcBIzHvuQtYrU0MZn
My Best Friend's Wife,Paul Anka,spotify:track:4mvDJWv8eZxPOojElYAzwQ
Solsbury Hill,Peter Gabriel,spotify:track:1CM1wOqD2AIjt2MWd31LV2
I Gotta Keep Dancin',Carrie,spotify:track:3EgWpwzy2wfsluBvd6UzBV
I Caught Your Act,The Hues Corporation,spotify:track:7ykOHVrUmqQc129hXVylyC
"Theme From ""Rocky"" (Gonna Fly Now)",Current,
Back Together Again,Daryl Hall John Oates,spotify:track:79JeTS53NJzcMqygJ1p07g
Hollywood,Rufus Featuring Chaka Khan,spotify:track:0pAl5djH0oEexbTFHRl2Wk
Going In With My Eyes Open,David Soul,spotify:track:3iMsY8MNuMhMJjGvJIimFl
It's Sad To Belong,England Dan & John Ford Coley,spotify:track:3zqvox7nyhykHe7WS8w9Rm
"Luckenbach, Texas (Back To The Basics Of Love)",Waylon Jennings,spotify:track:4WScDSwAa9m48pgHugVkCo
Looks Like We Made It,Barry Manilow,spotify:track:3QqO9FxVrikwo7kS5ls3kQ
(your Love Has Lifted Me) Higher And Higher,Rita Coolidge,spotify:track:39iKJpLPhsDTOzH2lXliWF
The Pride (Part I),The Isley Brothers,
Capture Your Heart,Blue,spotify:track:4t13fOFfZLP2WJ9CzBbNKn
On And On,Stephen Bishop,spotify:track:0Vth3l4XAo8hNYmxjzhr2y
I Need A Man,Grace Jones,spotify:track:3Zc9b3YS8wcGDzH92joizS
Life In The Fast Lane,Eagles,spotify:track:6gXrEUzibufX9xYPk3HD5p
"Knowing Me, Knowing You",ABBA,spotify:track:798cuJeotvXP8UVa8GJPnD
Peace Of Mind,Boston,spotify:track:1GqlvSEtMx5xbGptxOTTyk
Da Doo Ron Ron,Shaun Cassidy,spotify:track:0BTjoeNHz0mSjXCZO4hzad
Hot To Trot,Wild Cherry,spotify:track:2ijknyJKypKfmCqYTtDsD8
All The Kids On The Street,The Hollywood Stars,spotify:track:5udN2VwJNABdyAZeB1E8Dg
Feel The Need,Detroit Emeralds,spotify:track:3fH2Yc5SPJO8hf9gqNPcQ6
Dance And Shake Your Tambourine,Universal Robot Band,spotify:track:7xY2yPyl8dBJrMifGUbXcn
Freddie,Charlene,spotify:track:1FRMp3MAn0jHAHbCA1Sxyw
Discomania,The Lovers,
My Heart Belongs To Me,Barbra Streisand,spotify:track:7u2FvRYl39hmNHklBlsjkm
All You Get From Love Is A Love Song,Carpenters,spotify:track:0iscir8JzbagvY3p3uQyqf
The Pretender,Jackson Browne,spotify:track:7Gr61S9VTm8fcYfAo4Fd9g
Runaway,Bonnie Raitt,spotify:track:7ldCklGtxrVxpmdt1el897
Burnin' Sky,Bad Company,spotify:track:7rNo0ijkYkSkVbi1LL4aO5
Watch Closely Now,Kris Kristofferson,
People In Love,10cc,spotify:track:5OesuURQhsAqUzjegDkSQP
I Don't Love You Anymore,Teddy Pendergrass,spotify:track:2NLgJVAko27NbJo5wINukh
Devil's Gun,C.J. & Company,spotify:track:4soj212onKKCCClTcbWQj6
I'm In You,Peter Frampton,spotify:track:03zB9duFz1JqLxAIYvGdac
Barracuda,Heart,spotify:track:4KfSdst7rW39C0sfhArdrz
Amarillo,Neil Sedaka,spotify:track:60RBW2iPc2h7JvuOEGijQg
Just A Song Before I Go,"Crosby, Stills & Nash",spotify:track:4dAN7KcWCWx5jV6dpwtfvN
So High (rock Me Baby And Roll Me Away),Dave Mason,spotify:track:3UragtVsK9mGubBLqttBhl
Ridin' The Storm Out,REO Speedwagon,spotify:track:0SkmxNE5ydxiEN0hzJbMac
While I'm Alone,Maze Featuring Frankie Beverly,spotify:track:2MJMOHpIQVZl6JvUvUnopC
You Made Me Believe In Magic,Bay City Rollers,spotify:track:27sRD90Y427r2FAENUnsdf
Give A Little Bit,Supertramp,spotify:track:6XUHsYE38CEbYunT983O9G
Easy,Commodores,spotify:track:1JQ6Xm1JrvHfvAqhl5pwaA
Neon Nites,Atlanta Rhythm Section,spotify:track:6vY9Uvbi0kQW5OEpNow1dI
If It's The Last Thing I Do,Thelma Houston,spotify:track:03N7Tzzxr7E4HJU3aptvnL
The Killing Of Georgie (Part I And II),Rod Stewart,
Telephone Man,Meri Wilson,spotify:track:5yA6I6TU0K03JAi0e0JWbv
Don't Turn The Light Out,Cliff Richard,spotify:track:7bqjhxGNQp1Qlg810568vX
Lose Again,Linda Ronstadt,spotify:track:0ONrTsYOnruqQt2y17tRKR
I'm Going Down,Rose Royce,spotify:track:3C2B1j4sOXOw1uoADrBiRH
Lady (put The Light On Me),Brownsville Station,spotify:track:5DvdQO5AzBjQ1qV3ul3Eos
Only Love Can Break A Heart,Bobby Vinton,spotify:track:5GlfyCpEDQ2AlZ6leIZN8u
Come In From The Rain,Captain & Tennille,spotify:track:0jNFmyoVCCIbiCJaK8tEuJ
Telephone Line,Electric Light Orchestra,spotify:track:3SPcBPzvbmWLl8NU5efx4W
Best Of My Love,The Emotions,spotify:track:2M2WJ7gBlcKNxdhyfPp9zY
Superman,Celi Bee & The Buzzy Bunch,spotify:track:2CUuUxov7tO6VF2leurzks
Land Of Make Believe,Chuck Mangione With The Hamilton Philharmonic Orchestra,spotify:track:1XiP8qRiHsx2wQPSmsLp7W
Baby Don't Change Your Mind,Gladys Knight And The Pips,spotify:track:0aNwPLqn7nT8DvT1jUQDw6
Save Me,Merrilee Rush,
Black Betty,Ram Jam,spotify:track:6kooDsorCpWVMGc994XjWN
Only The Lucky,Walter Egan,spotify:track:4GEtUGOPj4zDF9cJyRvphy
Handy Man,James Taylor,spotify:track:70aUjWZmd9F3bRSsR4DwAJ
Smoke From A Distant Fire,The Sanford/Townsend Band,
Seaside Woman,Suzy And The Red Stripes,
Here Comes Summer,Wildfire,
Slide,Slave,spotify:track:2du5UEJ0j38dZsbh9uSz7S
Break It To Me Gently,Aretha Franklin,spotify:track:4p1iKQR5GdNXgq1Cf8jSRW
Making A Good Thing Better,Olivia Newton-John,spotify:track:3Z4rZQnJkYuLbM2INyo1P2
It Was Almost Like A Song,Ronnie Milsap,spotify:track:5fO4iEznH83cwSHZLFz2lQ
Light Of A Clear Blue Morning,Dolly Parton,spotify:track:5A9scs52hDGefDOTRNio5o
Way Down,Elvis Presley,spotify:track:1Ya87xcJInskhE5joOq9tP
Livin' In The Life,The Isley Brothers,spotify:track:4ls72E32tZfME91EO0qKwe
(Remember The Days Of The) Old Schoolyard,Cat Stevens,spotify:track:6FvBlii7noUCNdImVN0aqG
"Sing It, Shout It",Starz,spotify:track:6SdveBDFBgKRRtgpWwee1W
Walk Right In,Dr. Hook,spotify:track:0iyFZC2XuPdLpfQpUeli4H
The Doodle Song,Frankie Miller,spotify:track:4MxEKsc0PTakD4LyeiCYor
Swayin' To The Music (slow Dancin'),Johnny Rivers,
This Will Be A Night To Remember,Eddie Holman,spotify:track:6yB6PJrqNZkmBh2aevg4xy
Good Thing Man,Frank Lucas,spotify:track:6OeRHHpNBBlwB0UqWbz7YR
I Can't Help Myself,Eddie Rabbitt,spotify:track:3Def1E7Uxn5AcOgAjTlazG
Strawberry Letter 23,The Brothers Johnson,spotify:track:00kvKlIvfzQLSi6T2zwXuS
Something About You,LeBlanc & Carr,spotify:track:1qgVc78R3aYp1ieEeT2BDq
Gonna Love You More,George Benson,spotify:track:6GjOjrIuU4Pu4mqxUqSET1
Platinum Heroes,Bruce Foster,
Don't Worry Baby,B.J. Thomas,spotify:track:0pc35JLm02Lzx7SiXp3jrY
Save Me,Donna McDaniel,spotify:track:2Joq1oxXUS5boRs8DjQiyW
Sheena Is A Punk Rocker,The Ramones,spotify:track:61MZN0yyMWSEwrLPUUGfgJ
Don't Stop,Fleetwood Mac,spotify:track:4bEb3KE4mSKlTFjtWJQBqO
How Much Love,Leo Sayer,spotify:track:1TsekOo0xMKvIgKK7U6zaQ
Float On,The Floaters,spotify:track:7xg0Rbj3SVOVzQVJEqh5Zd
It's A Crazy World,Mac McAnally,spotify:track:5hydHqBbSs3p8DukALigRS
L.a. Sunshine,War,spotify:track:7cg8GyxqxyvM6OhdPhYxOO
Rock And Roll Never Forgets,Bob Seger,spotify:track:4cVRPrhh7mTVejhx73qA6U
Sunflower,Glen Campbell,spotify:track:0eIubxzEPvIoKgBawqYsih
Star Wars (Main Title),London Symphony Orchestra,
A Real Mother For Ya,Johnny Guitar Watson,spotify:track:27QTVCKEfq41PjPKQVa7vW
Since I Fell For You/I'm Falling In Love,"Hodges, James And Smith",
Goodbye My Friend,Engelbert Humperdinck,spotify:track:6szZdf1JixFDseeR1SRDD4
Christine Sixteen,KISS,spotify:track:3Ms6wIwW1f3DVk563ucHP3
In The Middle,Tim Moore,spotify:track:71ctwO45Yzk7TIjlO27ZW1
So You Win Again,Hot Chocolate,spotify:track:1tMi57U5Nkk6qRZSNwbzQr
Everybody Ought To Be In Love,Paul Anka,
Down The Hall,The 4 Seasons,spotify:track:04CpLajxMkVmvNyRtmwlvg
Flame,Steve Sperry,
Edge Of The Universe,Bee Gees,spotify:track:75Ml66r5JHxd3c1bsplR5d
That's Rock 'N' Roll,Shaun Cassidy,spotify:track:0VZ8HejqjGgKtotIvBfvd9
Cold As Ice,Foreigner,spotify:track:7vidktgNZFQylTgH1GEnMs
Nobody Does It Better,Carly Simon,spotify:track:6HmrvuWeY8zAvS8BIwGL4m
Hard Rock Cafe,Carole King,spotify:track:5oLObQcGpeEjrOHpPY80F5
See You When I Git There,Lou Rawls,spotify:track:3LJEsCWWR0eQ5zhwwzX5Kc
Party Lights,Natalie Cole,spotify:track:0lDxU9YM2UZyWWTZ1xye0B
O-H-I-O,Ohio Players,spotify:track:5qF3j54Bq3DMmjfjjernjL
Boogie Nights,Heatwave,spotify:track:4NTSDu34al733aIuUWVJHo
Little Darling (i Need You),The Doobie Brothers,spotify:track:7piuPcQzIaS3HiLwl3NnQ5
Keep It Comin' Love,KC And The Sunshine Band,spotify:track:0YWUf0FuvbOvAlrOAVaH8S
I'm Dreaming,Jennifer Warnes,spotify:track:21fnq9SVO9WCg7q43xzE2t
Hurry Sundown,Outlaws,spotify:track:5iAngQMc9tl0iYqruDVEGC
It's Uncanny,Daryl Hall John Oates,spotify:track:5eJz8lyMlGVfS03fnZIdPp
The Greatest Love Of All,George Benson,spotify:track:5EW8grWEzfG4E6T2FROLNL
I Believe In Love,Kenny Loggins,spotify:track:7B4gn4dPeLtB3x63exF7F4
Star Wars Theme/Cantina Band,Meco,spotify:track:4MVA30NmvNtpbDon1ZG7mk
Daytime Friends,Kenny Rogers,spotify:track:1Czs2PIz1ZR1zeNrO22xvl
Jungle Love,The Steve Miller Band,spotify:track:1EuqRlDP9RuzeCRVcjr1PY
Help Is On Its Way,Little River Band,spotify:track:6HnGsS6ovVsC6dLB3CtxYh
I Feel Love,Donna Summer,spotify:track:1vCBk33l9HaWp5FOnhSGxk
Indian Summer,Poco,spotify:track:3uqBExqOkoDL6HdkiWcmgJ
Hold Tight,Vicki Sue Robinson,spotify:track:1mzzCI79ll22yOpSfHtrnc
I Believe You,Dorothy Moore,spotify:track:3XcDvzZ0ruBkYplB15qkbA
Good Morning Judge,10cc,spotify:track:1fMGRxKRtIKNyaMMGrzInM
Sunshine,Enchantment,spotify:track:5piWzIoOx8VJbtWHP3KYOX
For A While,Mary Macgregor,
Cat Scratch Fever,Ted Nugent,spotify:track:0SvfyHYDp2uIsHt53LDlI9
Just Remember I Love You,Firefall,spotify:track:2u8DFrCzgVuviSHB6RCEIO
Don't It Make My Brown Eyes Blue,Crystal Gayle,spotify:track:7Jpclr7tZ6aQXjoKzWXUJV
My Cherie Amour,Soul Train Gang,spotify:track:6uuAHekDjQWcU7cBVCH6nj
Let's Clean Up The Ghetto,Philadelphia International All Stars,spotify:track:6kjxpTGe8HRD3TUJBqNEUK
Funk It Up (David's Song),Sweet,spotify:track:5D05x38fGH1rCrD8DodrHM
Make It With You,The Whispers,spotify:track:6ImzI2dLwk2JUg9o7DCASA
I Wouldn't Want To Be Like You,Alan Parsons,spotify:track:4sCCZW0ezEPAexAidFsoVm
Heaven On The 7th Floor,Paul Nicholas,spotify:track:59VyJv1490od8BoGTk7iRm
Look What You've Done To My Heart,"Marilyn McCoo & Billy Davis, Jr.",
You're The Only One,Geils,spotify:track:1NYmsoRQ3GczBA87GnutgG
It's Ecstasy When You Lay Down Next To Me,Barry White,spotify:track:3QXNBUYJX2aekx6mHQ14GZ
Can't You See,The Marshall Tucker Band,spotify:track:4fUU9WKxEgJXyrZJsUA2iP
The Martian Boogie,Brownsville Station,spotify:track:1ri1yRaL0oxTqWUHUo9HU5
Nothing But A Breeze,Jesse Winchester,spotify:track:5SxuGQBG2bWFMPz186m5cN
Turning To You,Charlie,spotify:track:5Gyv9L2mx9p8RbANgEXPZQ
Brick House,Commodores,spotify:track:5VJjhHyG8NZ5xdgG6uTb3P
Another Star,Stevie Wonder,spotify:track:5owFj7EOftzR9x5zciL0Bm
"Signed, Sealed, Delivered (I'm Yours)",Peter Frampton,spotify:track:7gEcXNb1ma3CZfI8emLTiF
Surfin' USA,Leif Garrett,spotify:track:5vJIqByEnZmFb9dyIgBzR1
The Right Feeling At The Wrong Time,Hot,spotify:track:7snUcP3kjIl4z1ypA64zIn
She Did It,Eric Carmen,spotify:track:4HtYBaGWf53BLfjfBSchnd
I Go Crazy,Paul Davis,spotify:track:08kvJTpcthAvvvW0BAcGHN
Sail Away,Sam Neely,
Ma Baker,Boney M.,spotify:track:1BqnZOkYJbvYLOhN0qPJDm
If I Have To Go Away,Jigsaw,spotify:track:2GxxEYDIQ1o1N3rBeD3MEW
You Light Up My Life,Debby Boone,spotify:track:3dFR132gzO8jxD57R2gid3
We Just Disagree,Dave Mason,spotify:track:7qpuECko60EoztznowMWj1
My Fair Share,Seals & Crofts,spotify:track:3UyeiyfRdZEGq0yLq1bhSr
Hold On,Wild Cherry,spotify:track:4qE2MphVHtBglZY0LYqE1e
Dusic,Brick,spotify:track:7hi5GRxH2mqIWMUMF3lFmX
Hound Dog Man (Play It Again),Lenny LeBlanc,
It's In His Kiss (The Shoop Shoop Song),Kate Taylor,
Dog Days,Atlanta Rhythm Section,spotify:track:1XLDL7GRHszfLTJNCoQF0D
C'est La Vie,Greg Lake,spotify:track:2ZnVbdwCESnMeZTWnTGzK8
Silver Lady,David Soul,spotify:track:3gxcggTXkZXnIF34jhwuUK
Blue Bayou,Linda Ronstadt,spotify:track:3zxklD2EGecZre9MjEEvIU
Love Me One More Time (Just For Old Times Sake),Karen Nelson And Billy T,
The King Is Gone,Ronnie McDowell,spotify:track:0057gafv5LeIWA4Nh1U1u5
My Own Way To Rock,Burton Cummings,spotify:track:40ExxEf44HPz7yWKgZvEQo
Some Enchanted Evening,Jane Olivor,spotify:track:6BKZSOWkwIXxPbN2tRFAu7
Baby Love,Mother's Finest,spotify:track:0hyZgl8tHThlycPEVwBpax
Do Ya Wanna Get Funky With Me,Peter Brown,spotify:track:24ZuBmanUOKWB6uZ7uap89
We're All Alone,Rita Coolidge,spotify:track:2QDnRMFfnes9DUWc6HgixI
"Changes In Latitudes, Changes In Attitudes",Jimmy Buffett,spotify:track:5nIqitaV7WyyuM3KVUju1G
Do Your Dance - Part 1,Rose Royce,
Does She Do It Like She Dances,Addrisi Brothers,
Needles And Pins,Smokie,spotify:track:1TR6rWgEmn5zBGXqDkOy46
A Place In The Sun,Pablo Cruise,spotify:track:0pvQtJzaIcBJelSZo3PeDw
Little Queen,Heart,spotify:track:0Mo316Vw5VAKEy2maTlTNS
Doctor Love,First Choice,spotify:track:1xifiLRb2Uo6kBzZruN6rw
You Can't Turn Me Off (In The Middle Of Turning Me On),High Inergy,spotify:track:7CfCUjAZFndcpAWLogl9J3
"Baby, What A Big Surprise",Chicago,spotify:track:11dAtktxQQzipxuLqljEfY
How Deep Is Your Love,Bee Gees,spotify:track:2JoZzpdeP2G6Csfdq5aLXP
Love Gun,KISS,spotify:track:0SPBrxOUEMIKugXR4bFhxs
Come Sail Away,Styx,spotify:track:0PsbWiVtix5FoTZ1s00mEl
Ten To Eight,David Castle,
I've Never Been To Me,Charlene,spotify:track:6DMOzL2zPZBAW0LDYCYLWm
Could Heaven Ever Be Like This (Part 1),Idris Muhammad,
Daybreak,Barry Manilow,spotify:track:4rNGcibLZv61RyXrhFTAGt
Be My Lady,The Meters,spotify:track:7cCAuGquZTwbhmdslQbH08
Gone Too Far,England Dan & John Ford Coley,spotify:track:3HAShVDebh4NPxU0fDhk8z
Red Hot,Robert Gordon With Link Wray,spotify:track:2V4OJKEVSrkmdKK33XZ87U
Your Smiling Face,James Taylor,spotify:track:1Q34tAtTWI6RdW1qzFQiPb
Fair Game,"Crosby, Stills & Nash",spotify:track:3xYaDMMS4PnZRoi6JYll8w
Baby Come Back,Player,spotify:track:41sGGCCoHI2GLV9qadX80A
Disco 9000,Johnnie Taylor,spotify:track:360MwBaZ7xdIOMFlft5tCL
"Started Out Dancing, Ended Up Making Love",Alan O'Day,
Calling Occupants Of Interplanetary Craft,Carpenters,spotify:track:3CrFr7JnfUHJYX5I49e9TV
It's So Easy,Linda Ronstadt,spotify:track:6AZyiAl6mr3Jcp6AlmiQwF
Thunder In My Heart,Leo Sayer,spotify:track:0aKS62JMaricGy7rOuJU8M
Isn't It Time,The Babys,spotify:track:4q5npUQzHhlHWY562nN1J0
Echoes Of Love,The Doobie Brothers,spotify:track:2uuoyQcrxDGU2lLo19lMtP
She's Not There,Santana,spotify:track:44JITu0xanJn3TLMQZJw0G
Goin' Places,The Jacksons,spotify:track:2CCv0tPO1sCZjS7d1KL48A
The Happy Girls,Helen Reddy,spotify:track:5bqbfepz7WqUCGptdrdUmt
Avenging Annie,Roger Daltrey,
Heaven On Earth (So Fine),The Spinners,spotify:track:1YkcpoRs9ftzoiYFV1QbaA
It Ain't Love,Tom Powers,
You Make Loving Fun,Fleetwood Mac,spotify:track:28H3wOEKsaEa8NBEYCLl4j
Swingtown,The Steve Miller Band,spotify:track:4F01HOLdVKrIfH6LwOi07f
Slip Slidin' Away,Paul Simon,spotify:track:0zb2kpEQMnqJPiLACKMiFM
Here You Come Again,Dolly Parton,spotify:track:6H7nDglS6xWpRidbhMwI2L
Hard Times,Boz Scaggs,spotify:track:00r22Madn3XaLXpsc9PvhC
Stone Cold Sober,Crawler,spotify:track:5zZWoSNywlSSosfRUjx7tM
Falling,LeBlanc & Carr,spotify:track:2niFXRDFTmgLjPYNkcA2no
(Every Time I Turn Around) Back In Love Again,LTD,spotify:track:1eeySrWP5X7hsbfyc3PPge
The Way I Feel Tonight,Bay City Rollers,spotify:track:7GXUBbctjS8rN27TOc6l43
Sentimental Lady,Bob Welch,spotify:track:478thMMvYGris8eJPcDRoq
Georgia Rhythm,Atlanta Rhythm Section,spotify:track:428wldKJlnRDngUc7UPS2C
You're Moving Out Today,Carole Bayer Sager,spotify:track:6nSt8n7r0bznM8PCvHEmPj
My Eyes Get Blurry,Kenny Nolan,spotify:track:1lwkKCnq6UAVGMTCCTCPm7
Draw The Line,Aerosmith,spotify:track:27vuAmVFj4OJMDxFYaluTC
"Money, Money, Money",ABBA,spotify:track:29FNeqjOV2kPWGS55qhtGB
Why Do Lovers (Break Each Other's Heart?),Daryl Hall John Oates,spotify:track:7vLKqWj7Xh7c9pZkNZNbQm
Time Bomb,Lake,spotify:track:0uw5eq5FR0E3dL0QPEou8P
We Are The Champions,Queen,spotify:track:6ceLJHWkvMM3oc0Ftodrdm
From Graceland To The Promised Land,Merle Haggard,spotify:track:5uHLdR7JKTW6zg2a8VxRsS
Spaceship Superstar,Prism,spotify:track:6JcVoMVqPFehOcUwe4uSRV
Shake It Well,The Dramatics,spotify:track:3CqQ3yi2NHqyxw5hHqMLPb
You're In My Heart (The Final Acclaim),Rod Stewart,spotify:track:2pkPeaj86ZEVHhgAEncfp0
Don't Ask My Neighbors,The Emotions,spotify:track:2GZe8LsPldakpQy5T8151f
Serpentine Fire,"Earth, Wind & Fire",spotify:track:0KDc8l4VNTu6OkMYK9D7HC
"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",Chic,spotify:track:1SwyDb5qUcLjukFqSCRqxy
Don't Let The Flame Burn Out,Jackie DeShannon,spotify:track:25LG5SiMRUJ9OhzPmqiqMO
We Never Danced To A Love Song,The Manhattans,spotify:track:7ntbygnntLmceg6aYl0nT4
As,Stevie Wonder,spotify:track:13toFl1UwJPsRxDiD9jgtn
Gettin' Ready For Love,Diana Ross,spotify:track:0pcK3PMi6edNY55qGvMGvN
Heaven's Just A Sin Away,The Kendalls,spotify:track:2MQMTw0ErhEAecLfm2ClUk
(Love Is) Thicker Than Water,Andy Gibb,spotify:track:5WdF8jm3hBNi1t9qlqdjsE
Breakdown,Tom Petty And The Heartbreakers,spotify:track:1HfB7BLeW5XXIJ9sjCaL5U
Don't Let Me Be Misunderstood,Santa Esmeralda Starring Leroy Gomez,
My Way,Elvis Presley,spotify:track:4tlaJa7CjOTsLSwqYkk2cV
Hey Deanie,Shaun Cassidy,spotify:track:0inlixqQpYphAQY7K38NAZ
Runaround Sue,Leif Garrett,spotify:track:2SA7C7lBySq0m2fHlbPSZv
Bloat On Featuring the Bloaters,Cheech & Chong,
Point Of Know Return,Kansas,spotify:track:0YoAVHXeEPPzZxK0xPQqYn
You Light Up My Life,Kacey Cisyk/Original Cast,
Short People,Randy Newman,spotify:track:53yBKCc5S7u8zzutqepkiT
Just The Way You Are,Billy Joel,spotify:track:49MHCPzvMLXhRjDantBMVH
Still The Lovin' Is Fun,B.J. Thomas,spotify:track:5sYVWszfMGf9kynom6L8fQ
Native New Yorker,Odyssey,spotify:track:0PVgef4kvggErf7OS2oktc
Sad Eyes,Brooklyn Dreams,spotify:track:1I2lyTFBRIMh2nNkXK5VN4
Turn To Stone,Electric Light Orchestra,spotify:track:1Pd1h30mgU05QkWYhgFzwt
Girls' School,Wings,spotify:track:0gxn8U26NCkwfbqxih6m23
Mind Bender,Stillwater,
Emotion,Samantha Sang,spotify:track:1TSehAcbBAcmZlSNMjmf6U
Peg,Steely Dan,spotify:track:5emxp4RqsF6QoAWXW2Afrk
(You're My) Soul And Inspiration,Donny & Marie Osmond,spotify:track:4GEhLyiNVnpioIIBVvj77j
If You're Not Back In Love By Monday,Millie Jackson,spotify:track:1OUQmeofJiMrc4DT5Rrgpy
Was Dog A Doughnut,Cat Stevens,spotify:track:3b2LZsSNbPKDBNiuCXOivE
More Than A Woman,Tavares,spotify:track:4pHjt1Hs1ghsey8dHnViYX
Moondance,Van Morrison,spotify:track:683b4ikwa62JevCjwrmfg6
Kick It Out,Heart,spotify:track:4QUjwfigQ1qSv0E1jN5yOr
Sometimes When We Touch,Dan Hill,spotify:track:1nAexCn3dPoFSmE7h6P5S7
Closer To The Heart,Rush,spotify:track:4u3oXuVeOGoByIMz9pnOKf
How Can I Leave You Again,John Denver,spotify:track:1hjNIcn5cvl9x8U44xUMqE
Le Spank,Le Pamplemousse,
Any Way You Want Me,The Sylvers,spotify:track:4ydpS3oQAxm8BxA6ayKI4o
Ooh Boy,Rose Royce,spotify:track:0ScKoL46M5u6wHzsR3JjdS
Cocomotion,El Coco,spotify:track:0LtBwGVuZCK0fy1kyC4A16
Desiree,Neil Diamond,spotify:track:5uI3iu53ZdqUblhi6qNhlJ
Wrap Your Arms Around Me,KC And The Sunshine Band,spotify:track:1igEXLyee6uLcPVpWd6GpR
What's Your Name,Lynyrd Skynyrd,spotify:track:0uZs7p6cbEUNwGMdfNj9Kk
Grandmother's Song,Steve Martin,
Street Corner Serenade,Wet Willie,spotify:track:1EI0x3yv1P5AQSq3WaZ6cv
Rockaway Beach,Ramones,spotify:track:2HZGsnMByx3V8KmNW6LqWF
Until Now,Bobby Arvon,
Stayin' Alive,Bee Gees,spotify:track:5ubvP9oKmxLUVq506fgLhk
Lovely Day,Bill Withers,spotify:track:0bRXwKfigvpKZUurwqAlEh
Tried To Love,Peter Frampton,spotify:track:4Ot4uHTU1MpxrBGtPFDhkS
Easy To Love,Leo Sayer,spotify:track:1PCpy4YPgIS0pPexjoMuGy
"Long, Long Way From Home",Foreigner,spotify:track:21D0muOMLK4P0jrsAYKLij
